track_id,song_id,artist_id,artist_name,song_title,genre,dot_1,dot_2,dot_3,centered_1,centered_2,centered_3,corr_1,corr_2,corr_3,cosine_1,cosine_2,cosine_3,tfidf_dot_1,tfidf_dot_2,tfidf_dot_3,tfidf_centered_1,tfidf_centered_2,tfidf_centered_3,tfidf_corr_1,tfidf_corr_2,tfidf_corr_3,tfidf_cosine_1,tfidf_cosine_2,tfidf_cosine_3
TRWEHQE128F935A2D6,SOKQSDH12AB0188B1A,AR20CFC1187B98A25D,Ray Charles,I Got a Woman,blues,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Twiztid - She Ain't Afraid,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twiztid - She Ain't Afraid,Eminem - 8 Mile,The Pharcyde - Passin' Me By,Josh Turner - Haywire,Gentleman - Empress,The Pharcyde - Passin' Me By,Gentleman - Empress,Josh Turner - Haywire,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Shaggy - Luv Me Up,Four Tops - Ain't No Woman (Like The One I've Got),Gary Moore - Only Fool In Town (2002 Digital Remaster),Four Tops - Ain't No Woman (Like The One I've Got),Shaggy - Luv Me Up,Gary Moore - Only Fool In Town (2002 Digital Remaster),The Fabulous Thunderbirds - Full-Time Lover,Ohio Players - It's All Over,Gary Moore - Only Fool In Town (2002 Digital Remaster),The Fabulous Thunderbirds - Full-Time Lover,Ohio Players - It's All Over
TRPMJOK128F92F317A,SOQWJXH12AAF3B5B0F,AR20CFC1187B98A25D,Ray Charles,The Sun's Gonna Shine Again,blues,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Skip James - Devil Got My Woman,Robben Ford - The Way You Treated Me (You're Gonna Be Sorry),Lauryn Hill - Interlude 1,Skip James - Devil Got My Woman,Robben Ford - The Way You Treated Me (You're Gonna Be Sorry),Lauryn Hill - Interlude 1,Hayseed Dixie - Black Dog,Warren G - Keepin' It Strong,Ja Rule - One of Us,Hayseed Dixie - Black Dog,Simian Mobile Disco - I BELIEVE,Pepper - Davey Jones Locker,Hayseed Dixie - Black Dog,Simian Mobile Disco - I BELIEVE,The Kingston Trio - When The Saints Go Marching In,Hayseed Dixie - Black Dog,Simian Mobile Disco - I BELIEVE,The Kingston Trio - When The Saints Go Marching In
TRGXECP12903CDDC43,SOCLEEQ12D021B23E0,AR20CFC1187B98A25D,Ray Charles,Losing Hand,blues,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Wild Strawberries - Heroine,LL Cool J - Lollipop,Rufus Wainwright - Baby,LL Cool J - Lollipop,Wild Strawberries - Heroine,Rufus Wainwright - Baby,Lauryn Hill - Interlude 5,Keith Sweat - Caught Up,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Keith Sweat - Caught Up,The Emotions - I Don't Wanna Lose Your Love,Amerie - Higher,Keith Sweat - Caught Up,The Emotions - I Don't Wanna Lose Your Love,Amerie - Higher,Keith Sweat - Caught Up,The Emotions - I Don't Wanna Lose Your Love,Amerie - Higher
TREQYGT128E07859FA,SOZOJBP12A6701E425,ARV9LSS1187B98C471,Blake Shelton,Nobody But Me (Album Version),blues,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Erykah Badu - I Want You,Twista - I'm A Winner (Amended Album Version),Webb Pierce - I Ain't Never,En Vogue - Love Don't Love You (LP Version),Ray Charles - Let's Go,Webb Pierce - I Ain't Never,En Vogue - Love Don't Love You (LP Version),Ray Charles - Let's Go,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Adina Howard - Nasty Grind,Adina Howard - Nasty Grind,Blind Willie McTell - Come On Around To My House Mama,Ledisi - Joy,Adina Howard - Nasty Grind,Tina Dico - Nobody's Man,Ohio Players - It's All Over,Adina Howard - Nasty Grind,Tina Dico - Nobody's Man,Ohio Players - It's All Over
TROFEVE12903CD8AAA,SONQLUB12D02199FCD,AR66H0N1187B9AE91E,Etta James,A Sunday Kind of Love,blues,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Astrud Gilberto - And Roses And Roses,Melissa Etheridge - Fearless Love,W.A.S.P. - Fistful Of Diamonds,Astrud Gilberto - And Roses And Roses,Melissa Etheridge - Fearless Love,W.A.S.P. - Fistful Of Diamonds,Big Brovaz - Find A Way,Mariah Carey - Sprung,Lyfe Jennings - She Got Kids,Mariah Carey - Sprung,Big Brovaz - Find A Way,Fats Domino - I'm Ready,Mariah Carey - Sprung,T.Rex - London Boys,Reel Big Fish - I'm Cool,Mariah Carey - Sprung,T.Rex - London Boys,Reel Big Fish - I'm Cool
TRCFPJF128F428A872,SOKCCML12D021B0FC6,AR66H0N1187B9AE91E,Etta James,I Just Want To Make Love To You,blues,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Willie Dixon - I Just Want To Make Love To You,Jesse Johnson - Love Struck,Jon Secada - Want You_ Miss You_ Love You,Willie Dixon - I Just Want To Make Love To You,Jesse Johnson - Love Struck,Jon Secada - Want You_ Miss You_ Love You,Lauryn Hill - Interlude 5,Incognito - Blue (I'm Still Here With You),Shaggy - Luv Me Up,Incognito - Blue (I'm Still Here With You),Willie Dixon - I Just Want To Make Love To You,Keith Sweat - Give Me What I Want (LP Version),Willie Dixon - I Just Want To Make Love To You,Tristan Prettyman - You Got Me,Keith Sweat - Give Me What I Want (LP Version),Willie Dixon - I Just Want To Make Love To You,Tristan Prettyman - You Got Me,Keith Sweat - Give Me What I Want (LP Version)
TRBFTHL128C7196B42,SODJRCC12D02192374,AR66H0N1187B9AE91E,Etta James,My Dearest Darling,blues,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Kenny Rogers - Endless love,Angie Stone - Snowflakes,Mint Condition - Breakin' My Heart (Pretty Brown Eyes),Kenny Rogers - Endless love,Angie Stone - Snowflakes,Mint Condition - Breakin' My Heart (Pretty Brown Eyes),Eminem - My Darling,Martin Jondo - Hold You,Natalie Cole - Your Eyes,Eminem - My Darling,Martin Jondo - Hold You,Sonya Kitchell - Too Beautiful,UB40 - Come Back Darling,Johnny Nash - Stir It Up,Percy Sledge - My Special Prayer,UB40 - Come Back Darling,Johnny Nash - Stir It Up,Percy Sledge - My Special Prayer
TRFEGGQ128E07898AA,SOMPSXS12D021B12D7,AR66H0N1187B9AE91E,Etta James,W.O.M.A.N.,blues,Lauryn Hill - Interlude 5,Electrelane - Cut And Run,Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Electrelane - Cut And Run,Twista - I'm A Winner (Amended Album Version),Pretty Maids - Perfect Stranger,The Darkness - Givin' Up (Clean Version),Little Anthony & The Imperials - Shimmy_ Shimmy_ Ko-Ko-Bop (Single Version),Pretty Maids - Perfect Stranger,The Darkness - Givin' Up (Clean Version),Little Anthony & The Imperials - Shimmy_ Shimmy_ Ko-Ko-Bop (Single Version),Gyptian - Take My Money,The Isley Brothers - Touch Me,Shania Twain - Man! I Feel Like A Woman!,Gyptian - Take My Money,Shania Twain - Man! I Feel Like A Woman!,Bette Midler - I'm A Woman,Nine Inch Nails - The Great Collapse,Bette Midler - I'm A Woman,Eric Clapton - Kind Hearted Woman Blues (Album Version),Bette Midler - I'm A Woman,Nine Inch Nails - The Great Collapse,Eric Clapton - Kind Hearted Woman Blues (Album Version)
TRDDDDX128E0793212,SOIOOIR12A58A7EBB8,ARLAUED1187B9ACEAF,Eric Clapton,Alberta,blues,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Eminem - My Darling,Bay City Rollers - Lovely To See You,Shannon McNally - Down And Dirty,Jennifer Lopez - Theme From Mahagony (Do You Know Where You're Going To),Bay City Rollers - Lovely To See You,Shannon McNally - Down And Dirty,Jennifer Lopez - Theme From Mahagony (Do You Know Where You're Going To),Brian McKnight - Try Our Love Again,Connie Smith - Ain't Had No Lovin',Eminem - 8 Mile,Brian McKnight - Try Our Love Again,Connie Smith - Ain't Had No Lovin',Brian McKnight - Been So Long,Connie Smith - Ain't Had No Lovin',Brian McKnight - Been So Long,Brian McKnight - Try Our Love Again,Connie Smith - Ain't Had No Lovin',Brian McKnight - Been So Long,Brian McKnight - Try Our Love Again
TRWBAGY128F93034BF,SOXIVQT12AB0181061,ARLAUED1187B9ACEAF,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Lauryn Hill - Interlude 5,Eminem - My Darling,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Eminem - My Darling,Twista - I'm A Winner (Amended Album Version),Bo Diddley - Before You Accuse Me,Fat Joe - Preacher On A Sunday Morning,Joss Stone - You Had Me (Live),Bo Diddley - Before You Accuse Me,Fat Joe - Preacher On A Sunday Morning,Joss Stone - You Had Me (Live),Bo Diddley - Before You Accuse Me,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Bo Diddley - Before You Accuse Me,Clipse - Dirty Money,Nelly - Splurge,Bo Diddley - Before You Accuse Me,Rancid - Up To No Good,Metallic Falcons - four hearts,Bo Diddley - Before You Accuse Me,Rancid - Up To No Good,Gretchen Wilson - If You Want A Mother
TRLWIBC128E0792E2C,SORMUAO12A6D4F9262,ARLAUED1187B9ACEAF,Eric Clapton,Early In The Morning,blues,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Danity Kane - Hold Me Down (Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Danity Kane - Hold Me Down (Album Version),Seventh Day Slumber - Broken Buildings,Gil Scott-Heron - Me And The Devil,Opeth - The Moor,Gil Scott-Heron - Me And The Devil,Seventh Day Slumber - Broken Buildings,Opeth - The Moor,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Brand Nubian - All For One (Explicit) (2006 Remastered LP Version),Eric B. & Rakim - What's On Your Mind,The Isley Brothers - Lay Lady Lay,Usher - Roni,Tyrese - Morning After,Fleetwood Mac - Allow Me One More Show,Townes Van Zandt - If I Needed You,Tab Benoit - Shining Moon,Fleetwood Mac - Allow Me One More Show,Townes Van Zandt - If I Needed You,Tab Benoit - Shining Moon
TRAZQIG128F146372E,SOFZYKR12A6D4F72A5,ARLAUED1187B9ACEAF,Eric Clapton,Floating Bridge,blues,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lupe Fiasco - Hurt Me Soul (Explicit Album Version),Jackie Greene - About Cell Block #9,Onyx - Feel Me,Lupe Fiasco - Hurt Me Soul (Explicit Album Version),Onyx - Feel Me,Jackie Greene - About Cell Block #9,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,Aaron Carter - That's How I Beat Shaq,Aaron Carter - That's How I Beat Shaq,Blind Willie Johnson - If I Had My Way I'd Tear This Building Down,Billy Paul - Your Song,The Allman Brothers Band - Stormy Monday,John Lee Hooker - Down At The Landing,Anatomy Of A Ghost - Since Yesterday,The Allman Brothers Band - Stormy Monday,Anatomy Of A Ghost - Since Yesterday,John Lee Hooker - Down At The Landing
TRQUJCP128F4238206,SOICNJH12A81C22263,ARLAUED1187B9ACEAF,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Twista - I'm A Winner (Amended Album Version),Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Erykah Badu - I Want You,Robert Johnson - Kindhearted Woman Blues,Jonny Lang - Breakin Me,The Mick Fleetwood Blues Band - Black Magic Woman,Robert Johnson - Kindhearted Woman Blues,Jonny Lang - Breakin Me,Anastacia - Club Megamix,Robert Johnson - Kindhearted Woman Blues,Ryan Leslie - Just Right,Lauryn Hill - Interlude 5,Robert Johnson - Kindhearted Woman Blues,Ryan Leslie - Just Right,Ashanti - Rock Wit U (Awww Baby),Robert Johnson - Kindhearted Woman Blues,Ten Years After - Woman Trouble,Etta James - W.O.M.A.N.,Robert Johnson - Kindhearted Woman Blues,Ten Years After - Woman Trouble,Etta James - W.O.M.A.N.
TRIDJMD128E078B984,SOWGAGY12A6701F305,ARN0YZ71187B9BA57B,Michael Bublé,That's All (Album Version),classical,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Michael Jackson - Man In The Mirror,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Michael Jackson - Man In The Mirror,Hindi Zahra - Fascination (Album Version),Mayday Parade - One Man Drinking Games,KC And The Sunshine Band - All My Love,Hindi Zahra - Fascination (Album Version),Mayday Parade - One Man Drinking Games,KC And The Sunshine Band - All My Love,Lauryn Hill - Interlude 5,Savatage - The Hourglass,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),S Club - Straight From The Heart,Michelle Williams - Till The End Of The World,Jon Secada - Take Me,S Club - Straight From The Heart,Paul Anka - Love Me Warm And Tender,Webb Pierce - Even Tho',S Club - Straight From The Heart,Webb Pierce - Even Tho',Paul Anka - Love Me Warm And Tender
TRYRCXF128F424183D,SOWXYFO12A8AE46AD3,ARGVJPK1187B9909EA,Josh Groban,America (Revised Live Version),classical,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Simon & Garfunkel - America,Brand Nubian - All For One (Explicit) (2006 Remastered LP Version),The Streets - The Irony Of It All (Album Version),Simon & Garfunkel - America,Brand Nubian - All For One (Explicit) (2006 Remastered LP Version),The Streets - The Irony Of It All (Album Version),Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Simon & Garfunkel - America,Lauryn Hill - Interlude 5,Simon & Garfunkel - America,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Leonard Cohen - Death Of A Ladies' Man,Simon & Garfunkel - America,Leonard Cohen - Death Of A Ladies' Man,Geggy Tah - I Forgot,Simon & Garfunkel - America,Leonard Cohen - Death Of A Ladies' Man,Geggy Tah - I Forgot
TRDQLTF128E0787809,SODUTDM12A67020476,ARGVJPK1187B9909EA,Josh Groban,Broken Vow (Album Version),classical,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,Lauryn Hill - Interlude 5,Twista - I'm A Winner (Amended Album Version),Erykah Badu - I Want You,G4 - Broken Vow,Alexandra Burke - Overcome,Mario Vazquez - Everytime I...,G4 - Broken Vow,Alexandra Burke - Overcome,Il Divo - Mama,G4 - Broken Vow,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Lauryn Hill - Interlude 5,G4 - Broken Vow,The Brand New Heavies - Last to Know,Savatage - The Hourglass,G4 - Broken Vow,Westlife - More Than Words,Seventh Day Slumber - Broken Buildings,G4 - Broken Vow,Westlife - More Than Words,David Wilcox - Invisible Shield
TRUAAEQ128F423C52D,SOGDUMI12A8AE45417,ARGVJPK1187B9909EA,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Abba - Move On,Horace Andy - Horse With No Name,Gemelli Diversi - Istruzioni Per L'(Ill)uso,Abba - Move On,Horace Andy - Horse With No Name,Gemelli Diversi - Istruzioni Per L'(Ill)uso,Gemelli Diversi - Istruzioni Per L'(Ill)uso,Vittorio Grigolo - Roma Sogna,Paolo Conte - Nord,Gemelli Diversi - Istruzioni Per L'(Ill)uso,Vittorio Grigolo - Roma Sogna,Paolo Conte - Nord,Gemelli Diversi - Istruzioni Per L'(Ill)uso,Fabrizio De Andrè - Sinan Capudan Pascià,Flaminio Maphia - Quelli Che,Gemelli Diversi - Istruzioni Per L'(Ill)uso,Fabrizio De Andrè - Sinan Capudan Pascià,Flaminio Maphia - Quelli Che,Paul Potts - Piano (Memory),Lara Fabian - Caruso,Sergio Cammariere - La Canzone Dell' Impossibile,Paul Potts - Piano (Memory),Lara Fabian - Caruso,Sergio Cammariere - La Canzone Dell' Impossibile
TRYGDNA128E078780C,SOWLNSE12A67020479,ARGVJPK1187B9909EA,Josh Groban,Hymne A L'Amour (Album Version),classical,Tryo - Yakamonéyé,Fonky Family - L'Amour Du Risque,Sniper - Panam All Star,Tryo - Yakamonéyé,Fonky Family - L'Amour Du Risque,Sniper - Panam All Star,Amandine Bourgeois - L'Homme De La Situation,Zazie - Tomber Le Masque,Lokua Kanza - A Tes Côtés,Amandine Bourgeois - L'Homme De La Situation,Zazie - Tomber Le Masque,Lokua Kanza - A Tes Côtés,Sniper - Panam All Star,Tryo - Yakamonéyé,Fonky Family - Sans Rémission,Tryo - Yakamonéyé,Sniper - Panam All Star,Fonky Family - Sans Rémission,Amandine Bourgeois - L'Homme De La Situation,Lokua Kanza - A Tes Côtés,Grégory Lemarchal - Mon Ange,Amandine Bourgeois - L'Homme De La Situation,Lokua Kanza - A Tes Côtés,Grégory Lemarchal - Mon Ange
TRDFTPP128F427550C,SOWOPHG12A8C13DB44,ARGVJPK1187B9909EA,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,The Streets - Weak Become Heroes,Travis - Sing,Jenny Lewis - Sing A Song,The Streets - Weak Become Heroes,Travis - Sing,Jenny Lewis - Sing A Song,Travis - Sing,Barry Manilow - Sing It,Cinderella Effect - Israel,Travis - Sing,Barry Manilow - Sing It,Cinderella Effect - Israel,Flipsyde - Angel,Haste The Day - Chorus Of Angels,Jon Anderson - My Sweet Jane,Flipsyde - Angel,Haste The Day - Chorus Of Angels,Jon Anderson - My Sweet Jane,The Waterboys - The Crash Of Angel Wings,Brooks & Dunn - You're My Angel,Flipsyde - Angel,The Waterboys - The Crash Of Angel Wings,Brooks & Dunn - You're My Angel,Flipsyde - Angel
TRRBWRX128F423C535,SOBFGZA12A8AE4542A,ARGVJPK1187B9909EA,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,Lauryn Hill - Interlude 5,Eminem - 8 Mile,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Mario Vazquez - Everytime I...,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),JET - Let Me Out,Robbie Williams - Come Take Me Over,Charley Pride - Let The Chips Fall,JET - Let Me Out,Robbie Williams - Come Take Me Over,Charley Pride - Let The Chips Fall,Company Flow - The Fire In Which You Burn (feat. J-Treds & The Brewin From The Juggaknots),Newton Faulkner - Dream Catch Me,Momus - Closer To You,Newton Faulkner - Dream Catch Me,SUPREME BEINGS OF LEISURE - Catch Me,Charley Pride - Let The Chips Fall,SUPREME BEINGS OF LEISURE - Catch Me,Charley Pride - Let The Chips Fall,Ruben Studdard - If Only For One Night,SUPREME BEINGS OF LEISURE - Catch Me,Charley Pride - Let The Chips Fall,Ruben Studdard - If Only For One Night
TRJSTLV128F4241832,SOHCDYF12A58A7C604,ARGVJPK1187B9909EA,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Shaggy - Luv Me Up,Fabrizio De Andrè - Sinan Capudan Pascià,Jowell & Randy - Te Ando Buscando,Shaggy - Luv Me Up,Fabrizio De Andrè - Sinan Capudan Pascià,Jowell & Randy - Te Ando Buscando,Il Divo - Adagio,Il Divo - Musica,Vinicio Capossela - Il Pugile Sentimentale ( Live ),Il Divo - Adagio,Il Divo - Musica,Vinicio Capossela - Il Pugile Sentimentale ( Live ),Flaminio Maphia - Quelli Che,Fabrizio De Andrè - Sinan Capudan Pascià,Caparezza - Limiti,Flaminio Maphia - Quelli Che,Fabrizio De Andrè - Sinan Capudan Pascià,Caparezza - Limiti,Il Divo - Come Primavera,Vinicio Capossela - Il Pugile Sentimentale ( Live ),Andrea Bocelli - Semplicemente (Canto Per Te),Il Divo - Come Primavera,Vinicio Capossela - Il Pugile Sentimentale ( Live ),Andrea Bocelli - Semplicemente (Canto Per Te)
TRBRHPE128E0787803,SOJCMKN12A67020471,ARGVJPK1187B9909EA,Josh Groban,My Confession (Album Version),classical,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Eminem - 8 Mile,Lauryn Hill - Interlude 5,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Mario Vazquez - Everytime I...,Eminem - 8 Mile,The Distillers - I Understand,Common - Book Of Life,Ben Folds Five - Don't Change Your Plans,The Distillers - I Understand,Common - Book Of Life,Ben Folds Five - Don't Change Your Plans,Lauryn Hill - Interlude 5,Michael Jackson - Man In The Mirror,Beastie Boys - B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Martina McBride - Blessed,Michael Jackson - Man In The Mirror,Axel Rudi Pell - Beautiful Day,Martina McBride - Blessed,Axel Rudi Pell - Beautiful Day,Hot Chip - Careful,Martina McBride - Blessed,Axel Rudi Pell - Beautiful Day,Hot Chip - Careful
TRLJSTZ128F4241831,SOTEXNI12A8AE46AAE,ARGVJPK1187B9909EA,Josh Groban,Oceano (Revised Live Version),classical,Flaminio Maphia - Quelli Che,Fabrizio De Andrè - Sinan Capudan Pascià,Gemelli Diversi - Istruzioni Per L'(Ill)uso,Flaminio Maphia - Quelli Che,Fabrizio De Andrè - Sinan Capudan Pascià,Gemelli Diversi - Istruzioni Per L'(Ill)uso,Bluvertigo - Niente Per Scontato,Paul Potts - Mamma,Paul Potts - Bellamore,Bluvertigo - Niente Per Scontato,Paul Potts - Mamma,Paul Potts - Bellamore,Flaminio Maphia - Quelli Che,Caparezza - Limiti,Caparezza - Gli Insetti Del Podere,Flaminio Maphia - Quelli Che,Caparezza - Limiti,Caparezza - Gli Insetti Del Podere,Bluvertigo - Niente Per Scontato,Paul Potts - Mamma,Giusy Ferreri - La Scala (The Ladder),Bluvertigo - Niente Per Scontato,Paul Potts - Mamma,Giusy Ferreri - La Scala (The Ladder)
